Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,TwoP,TwoPA,ThreeP,ThreePA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FGPercent,TwoPPercent,ThreePPercent,eFGPercent,FTPercent,TSPercent,WS,G,GS,MP,PER,ThreePAr,FTr,ORBPercent,DRBPercent,TRBPercent,ASTPercent,STLPercent,BLKPercent,TOVPercent,USGPercent,ORtg,DRtg,OWS,DWS,WS,WSperFortyEight,OBPM,DBPM,BPM,VORP
183,Jose Barea,2014-15,30,DAL,NBA,77,10,17.7,2.9,7,2.2,4.8,0.7,2.2,1,1.2,0.3,1.4,1.7,3.4,0.4,0,0.9,1.4,7.5,0.42,0.463,0.323,0.47,0.809,0.502,2.7,77,10,1362,15.1,0.312,0.175,1.8,9,5.4,29.5,1.2,0.1,10.8,21.2,109,110,2.1,0.6,2.7,0.096,1,-2.5,-1.5,0.2
184,Omri Casspi,2014-15,26,SAC,NBA,67,19,21.1,3.1,6.4,2.6,5.1,0.5,1.3,2.1,2.9,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,0.489,0.512,0.402,0.53,0.733,0.58,2.7,67,19,1416,14.4,0.204,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,110,110,2,0.6,2.7,0.091,0,-1.3,-1.3,0.3
185,Jeremy Lin,2014-15,26,LAL,NBA,74,30,25.8,3.7,8.8,2.9,6.5,0.9,2.4,2.9,3.6,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2,0.424,0.444,0.369,0.473,0.795,0.539,2.7,74,30,1907,15.6,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,104,110,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6
186,Otto Porter,2014-15,21,WAS,NBA,74,13,19.4,2.4,5.3,1.9,3.9,0.5,1.4,0.8,1.1,0.9,2,3,0.9,0.6,0.4,0.7,1.3,6,0.45,0.491,0.337,0.495,0.734,0.523,2.7,74,13,1432,11.6,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,105,104,1,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6
187,Mike Scott,2014-15,26,ATL,NBA,68,0,16.5,3,6.7,2,3.8,1,2.8,0.9,1.1,0.7,2.3,2.9,1.1,0.4,0,0.6,1.2,7.8,0.444,0.517,0.344,0.517,0.792,0.543,2.7,68,0,1123,15.1,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,108,106,1.6,1.1,2.7,0.115,0.6,-2.1,-1.6,0.1
188,Anthony Tolliver,2014-15,29,TOT,NBA,76,11,18.8,2.1,5.2,0.7,1.4,1.4,3.8,0.7,0.9,0.7,2.4,3.1,0.8,0.3,0.2,0.7,1.8,6.3,0.41,0.534,0.366,0.545,0.783,0.569,2.7,76,11,1432,11.1,0.738,0.176,3.7,14.5,9,6.3,0.9,0.9,10.8,14.7,112,109,1.8,0.9,2.7,0.092,0.5,-1.1,-0.6,0.5
189,Arron Afflalo,2014-15,29,TOT,NBA,78,72,32.1,4.8,11.3,3.3,7.1,1.5,4.3,2.1,2.5,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,0.424,0.466,0.354,0.491,0.843,0.533,2.6,78,72,2502,10.7,0.377,0.224,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19,103,111,1.6,1,2.6,0.05,-0.5,-1.3,-1.8,0.1
190,Rasual Butler,2014-15,35,WAS,NBA,75,1,20.1,2.9,6.9,1.7,3.8,1.2,3.1,0.7,0.9,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7,0.422,0.45,0.387,0.51,0.791,0.531,2.6,75,1,1505,11.4,0.455,0.13,2.1,12.4,7.4,6.5,1,1.2,8.1,17.9,104,105,1,1.6,2.6,0.084,-0.8,-0.8,-1.7,0.1
191,Jarrett Jack,2014-15,31,BRK,NBA,80,27,28,4.5,10.2,4,8.4,0.5,1.8,2.5,2.8,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12,0.439,0.477,0.267,0.463,0.881,0.522,2.6,80,27,2241,14.6,0.179,0.278,1,11.3,6.1,27.3,1.7,0.5,17.2,22.6,101,109,1.1,1.4,2.6,0.055,-0.5,-1,-1.5,0.3
192,Miles Plumlee,2014-15,26,TOT,NBA,73,28,16.4,1.9,3.5,1.9,3.5,0,0,0.3,0.6,1.5,2.8,4.4,0.5,0.6,0.9,0.7,1.5,4,0.535,0.535,,0.535,0.478,0.536,2.6,73,28,1194,13.4,0,0.181,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12,107,103,0.9,1.7,2.6,0.103,-2.8,2.5,-0.2,0.5
193,Hollis Thompson,2014-15,23,PHI,NBA,71,23,25,3.2,7.6,1.5,3.6,1.6,4,0.9,1.3,0.7,2,2.8,1.2,0.8,0.4,0.9,2,8.8,0.413,0.426,0.401,0.518,0.708,0.538,2.6,71,23,1776,10.9,0.529,0.164,3.1,9.3,6,8.4,1.6,1.2,10.2,15.9,105,108,1.3,1.3,2.6,0.07,-1.1,-0.9,-2.1,0
194,Avery Bradley,2014-15,24,BOS,NBA,77,77,31.5,5.6,13.1,4,8.6,1.6,4.6,1,1.3,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,0.429,0.47,0.352,0.49,0.79,0.507,2.5,77,77,2428,11.5,0.348,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,99,107,0.4,2.1,2.5,0.049,-0.8,-0.9,-1.7,0.2
195,Ben McLemore,2014-15,21,SAC,NBA,82,82,32.6,4.4,10.1,2.7,5.4,1.7,4.8,1.6,2,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1,0.437,0.507,0.358,0.521,0.813,0.552,2.5,82,82,2670,10.4,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,104,112,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8
196,Tayshaun Prince,2014-15,34,TOT,NBA,58,16,24.1,3.1,6.9,2.5,5.8,0.5,1.2,0.8,1.1,0.9,2.7,3.6,1.6,0.5,0.3,0.6,0.9,7.5,0.44,0.436,0.463,0.479,0.754,0.504,2.5,58,16,1397,12,0.167,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15,108,107,1.3,1.2,2.5,0.086,-1.5,0.1,-1.3,0.2
197,Dennis Schroder,2014-15,21,ATL,NBA,77,10,19.7,3.7,8.6,3,6.7,0.7,1.9,1.9,2.3,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10,0.427,0.449,0.351,0.466,0.827,0.516,2.5,77,10,1516,15.7,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,101,106,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2
198,Thabo Sefolosha,2014-15,30,ATL,NBA,52,7,18.8,2,4.8,1.5,3.3,0.5,1.5,0.9,1.1,1,3.3,4.3,1.4,1,0.4,0.7,1.3,5.3,0.418,0.462,0.321,0.468,0.776,0.506,2.5,52,7,976,13.8,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,106,100,0.8,1.7,2.5,0.121,-1.2,2.5,1.3,0.8
199,Evan Turner,2014-15,26,BOS,NBA,82,57,27.6,3.9,9.1,3.5,7.6,0.4,1.5,1.3,1.7,0.5,4.6,5.1,5.5,1,0.2,2.4,2.2,9.5,0.429,0.458,0.277,0.451,0.752,0.482,2.5,82,57,2260,12.8,0.16,0.189,1.9,18.5,10.1,30,1.8,0.7,19.7,19.5,96,104,-0.3,2.8,2.5,0.054,-2.2,1.3,-1,0.6
200,Jerryd Bayless,2014-15,26,MIL,NBA,77,4,22.3,2.9,6.7,2.4,5.1,0.5,1.6,1.6,1.8,0.3,2.5,2.7,3,0.8,0.2,1.7,2.1,7.8,0.426,0.462,0.308,0.462,0.883,0.519,2.4,77,4,1717,11.1,0.233,0.266,1.5,12.5,7,21,1.8,0.6,18.8,18.6,99,104,0.3,2,2.4,0.066,-2.3,-0.3,-2.6,-0.3
201,Bojan Bogdanovic,2014-15,25,BRK,NBA,78,28,23.8,3.3,7.4,2.2,4.1,1.2,3.3,1.1,1.4,0.6,2.1,2.7,0.9,0.4,0.1,1,1.3,9,0.453,0.531,0.355,0.532,0.821,0.562,2.4,78,28,1854,11.6,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,106,111,1.7,0.7,2.4,0.062,0,-1.9,-1.8,0.1
202,Trey Burke,2014-15,22,UTA,NBA,76,43,30.1,4.9,13.2,3.2,8.1,1.6,5.1,1.4,1.9,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8,0.368,0.4,0.318,0.43,0.752,0.455,2.4,76,43,2288,12.6,0.388,0.144,1.6,8.7,5.2,25,1.5,0.5,10.4,23.9,100,108,0.8,1.6,2.4,0.05,0,-1.9,-1.9,0.1
203,Caron Butler,2014-15,34,DET,NBA,78,21,20.8,2.1,5.1,1,2.3,1.1,2.8,0.7,0.8,0.3,2.2,2.5,1,0.6,0.1,0.6,1.5,5.9,0.407,0.441,0.379,0.511,0.902,0.544,2.4,78,21,1623,9.3,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,108,109,1.3,1,2.4,0.07,-1,-0.5,-1.5,0.2
204,Jordan Clarkson,2014-15,22,LAL,NBA,59,38,25,4.5,10.1,3.9,8.1,0.6,2.1,2.2,2.7,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,0.448,0.482,0.314,0.48,0.829,0.528,2.4,59,38,1476,16.9,0.203,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,107,112,2,0.4,2.4,0.078,1.4,-1.7,-0.3,0.6
205,Terrence Ross,2014-15,23,TOR,NBA,82,61,25.5,3.8,9.2,2,4.4,1.8,4.8,0.5,0.7,0.4,2.4,2.8,1,0.6,0.3,0.8,1.7,9.8,0.41,0.452,0.372,0.507,0.786,0.519,2.4,82,61,2092,11.2,0.518,0.074,1.8,10.7,6.2,6.5,1.3,1,8.1,18.3,103,110,1.3,1,2.4,0.054,0.2,-1.8,-1.6,0.2
206,Tony Snell,2014-15,23,CHI,NBA,72,22,19.6,2.2,5.2,1.2,2.4,1,2.7,0.6,0.8,0.4,2,2.4,0.9,0.4,0.2,0.7,1.2,6,0.429,0.494,0.371,0.527,0.8,0.55,2.4,72,22,1412,10.2,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,108,107,1.2,1.2,2.4,0.082,-0.6,-0.9,-1.5,0.2
207,Jason Thompson,2014-15,28,SAC,NBA,81,63,24.6,2.5,5.3,2.5,5.3,0,0,1.1,1.8,1.7,4.8,6.5,1,0.4,0.7,1,3,6.1,0.47,0.471,0,0.47,0.622,0.5,2.4,81,63,1991,10.2,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,103,108,0.9,1.5,2.4,0.057,-2.6,0.9,-1.7,0.1
208,Richard Jefferson,2014-15,34,DAL,NBA,74,18,16.8,1.9,4.4,1.1,2.3,0.9,2.1,1.1,1.5,0.3,2.1,2.5,0.8,0.4,0.1,0.7,1.6,5.8,0.444,0.462,0.426,0.546,0.684,0.577,2.3,74,18,1244,11.3,0.478,0.352,2.2,14,8.1,7,1.3,0.7,12.2,15.3,109,108,1.4,0.9,2.3,0.088,-0.2,-0.5,-0.7,0.4
209,Elfrid Payton,2014-15,20,ORL,NBA,82,63,30.4,3.7,8.6,3.5,8.1,0.1,0.5,1.4,2.6,1.3,3,4.3,6.5,1.7,0.2,2.5,2.4,8.9,0.425,0.435,0.262,0.433,0.551,0.456,2.3,82,63,2489,13.8,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,97,107,0,2.3,2.3,0.044,-1.5,0.8,-0.7,0.8
210,Pablo Prigioni,2014-15,37,TOT,NBA,67,3,17.9,1.4,3.4,0.5,0.9,0.9,2.5,0.5,0.6,0.4,1.3,1.8,2.6,1.2,0,0.9,1.3,4.1,0.399,0.548,0.343,0.524,0.854,0.557,2.3,67,3,1197,12.2,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,111,107,1.3,1,2.3,0.092,0,-0.5,-0.5,0.5
211,Josh Smith,2014-15,29,TOT,NBA,83,35,27.7,5,11.9,4.1,9.1,0.9,2.7,1.5,3.1,1.8,4.6,6.4,3.3,1,1.4,2.5,2.7,12.4,0.419,0.451,0.316,0.456,0.498,0.467,2.3,83,35,2300,14.9,0.231,0.258,7.2,18.3,12.6,20.5,1.9,3.9,15.8,24.8,94,102,-1.1,3.4,2.3,0.048,-1.7,2.6,1,1.7
212,Cole Aldrich,2014-15,26,NYK,NBA,61,16,16,2.4,4.9,2.4,4.9,0,0,0.8,1,1.7,3.9,5.5,1.2,0.6,1.1,1,2,5.5,0.478,0.478,,0.478,0.781,0.513,2.2,61,16,976,18.1,0,0.213,11.6,28.9,20,13.3,2,5.5,15.2,18.3,104,102,0.8,1.4,2.2,0.107,-2.2,3.1,0.9,0.7
213,Carlos Boozer,2014-15,33,LAL,NBA,71,26,23.8,5.2,10.5,5.2,10.5,0,0,1.3,2.1,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,0.499,0.499,,0.499,0.627,0.517,2.2,71,26,1692,16.4,0,0.202,7,25.2,15.7,10.3,1.2,0.6,10.2,23.7,102,109,1.2,1,2.2,0.062,-1.8,-1.5,-3.3,-0.6
214,Nick Collison,2014-15,34,OKC,NBA,66,2,16.7,1.6,3.8,1.4,2.9,0.2,0.9,0.7,1,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1,0.419,0.466,0.267,0.451,0.692,0.485,2.2,66,2,1101,11.2,0.237,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,108,105,1,1.2,2.2,0.097,-1.1,1.2,0.1,0.6
215,Jordan Hill,2014-15,27,LAL,NBA,70,57,26.8,5.1,11.1,5.1,10.9,0,0.2,1.8,2.4,2.5,5.5,7.9,1.5,0.5,0.7,1.5,2.3,12,0.459,0.462,0.273,0.461,0.738,0.494,2.2,70,57,1874,16.2,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,101,109,1.1,1.1,2.2,0.055,-2,-0.6,-2.6,-0.3
216,Rodney Hood,2014-15,22,UTA,NBA,50,21,21.3,3.1,7.5,1.9,4.1,1.2,3.4,1.2,1.6,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,0.414,0.456,0.365,0.497,0.763,0.529,2.2,50,21,1064,12.3,0.455,0.214,1,11.7,6.4,13.2,1.5,0.9,9.9,19.6,108,107,1.3,0.9,2.2,0.098,0.2,-1.3,-1.1,0.2
217,Joe Ingles,2014-15,27,UTA,NBA,79,32,21.2,1.9,4.5,0.9,1.9,0.9,2.6,0.4,0.5,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5,0.415,0.493,0.356,0.517,0.75,0.533,2.2,79,32,1673,9.6,0.571,0.113,1.5,10.5,6,16.8,2.3,0.5,20.9,12.9,101,106,0.5,1.6,2.2,0.062,-1.1,0.3,-0.8,0.5
218,Andre Miller,2014-15,38,TOT,NBA,81,0,15.5,1.8,3.6,1.7,3.2,0.1,0.4,0.7,1,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4,0.5,0.539,0.206,0.512,0.753,0.548,2.2,81,0,1253,13.3,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,107,109,1.4,0.8,2.2,0.084,-1.2,-1.8,-3,-0.3
219,Alexey Shved,2014-15,26,TOT,NBA,42,9,18.3,3.2,8,2,4.7,1.1,3.3,2.9,3.6,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1,10.3,0.397,0.439,0.338,0.467,0.807,0.541,2.2,42,9,767,19.5,0.415,0.448,3.3,11.7,7.3,25.7,2,0.6,10.7,26.3,111,109,1.7,0.5,2.2,0.135,3,-2.6,0.5,0.5
220,Steve Blake,2014-15,34,POR,NBA,81,0,18.9,1.5,4,0.6,1.3,1,2.7,0.4,0.5,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,0.373,0.417,0.352,0.491,0.707,0.507,2.1,81,0,1529,9.5,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,103,107,0.7,1.4,2.1,0.066,-1.2,-0.9,-2.1,0
221,Matt Bonner,2014-15,34,SAS,NBA,72,19,13,1.3,3.2,0.7,1.4,0.6,1.8,0.4,0.5,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,0.409,0.462,0.365,0.509,0.811,0.536,2.1,72,19,935,10.1,0.548,0.161,3.6,10.2,7,7.1,0.5,1,4.3,12.5,116,107,1.3,0.9,2.1,0.11,-0.2,-0.7,-0.9,0.3
222,Evan Fournier,2014-15,22,ORL,NBA,58,32,28.6,4.4,9.9,2.9,6,1.5,3.9,1.8,2.5,0.5,2.2,2.6,2.1,0.7,0,1.4,2,12,0.44,0.48,0.378,0.514,0.728,0.546,2.1,58,32,1661,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105,111,1.5,0.6,2.1,0.059,0.2,-2.3,-2.1,-0.1
223,Channing Frye,2014-15,31,ORL,NBA,75,51,24.9,2.5,6.5,0.7,1.9,1.8,4.6,0.4,0.5,0.4,3.5,3.9,1.3,0.6,0.5,1,2.5,7.3,0.392,0.39,0.393,0.532,0.886,0.546,2.1,75,51,1870,9.5,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,101,108,0.7,1.4,2.1,0.053,-0.9,0,-0.9,0.5
224,Ian Mahinmi,2014-15,28,IND,NBA,61,6,18.8,1.9,3.5,1.9,3.5,0,0,0.5,1.7,1.7,4.1,5.8,0.5,0.5,0.8,1,2.8,4.3,0.552,0.552,,0.552,0.304,0.516,2.1,61,6,1146,10.8,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2,2.1,0.09,-3.8,2.6,-1.2,0.2
225,Andre Roberson,2014-15,23,OKC,NBA,67,65,19.2,1.4,3,1.1,1.7,0.3,1.3,0.3,0.7,0.9,2.9,3.8,1,0.8,0.4,0.7,2.1,3.4,0.458,0.612,0.247,0.51,0.479,0.513,2.1,67,65,1286,9.1,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,104,104,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7
226,Henry Sims,2014-15,24,PHI,NBA,73,32,19.2,3.3,6.9,3.2,6.6,0.1,0.3,1.5,1.9,1.7,3.3,4.9,1.1,0.5,0.4,1.4,1.8,8,0.474,0.488,0.182,0.478,0.774,0.521,2.1,73,32,1399,14.5,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15,20.6,100,105,0.5,1.5,2.1,0.072,-3.3,-0.1,-3.4,-0.5
227,Andrew Wiggins,2014-15,19,MIN,NBA,82,82,36.2,6.1,13.9,5.6,12.3,0.5,1.5,4.3,5.7,1.6,2.9,4.6,2.1,1,0.6,2.2,2.3,16.9,0.437,0.453,0.31,0.454,0.76,0.517,2.1,82,82,2969,13.9,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,103,114,2.1,0,2.1,0.034,-0.5,-1.8,-2.3,-0.2
228,Derrick Williams,2014-15,23,SAC,NBA,74,6,19.8,2.9,6.6,2.3,4.4,0.7,2.1,1.8,2.6,0.6,2.2,2.7,0.7,0.5,0.1,0.8,0.9,8.3,0.447,0.511,0.314,0.498,0.684,0.54,2.1,74,6,1462,12.8,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,108,112,1.7,0.4,2.1,0.069,-0.5,-2.7,-3.2,-0.5
229,Mo Williams,2014-15,32,TOT,NBA,68,33,29.1,5,12.6,3.3,7.5,1.8,5.1,2.4,2.8,0.3,2.2,2.6,6.2,0.7,0.2,2.5,2.4,14.2,0.397,0.434,0.342,0.466,0.872,0.512,2.1,68,33,1980,15.4,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,102,112,1.6,0.6,2.1,0.052,2.1,-3.5,-1.3,0.3
230,Shabazz Muhammad,2014-15,22,MIN,NBA,38,13,22.8,5.1,10.4,4.6,9.1,0.5,1.3,2.7,3.8,1.7,2.4,4.1,1.2,0.5,0.2,0.9,1.3,13.5,0.489,0.503,0.392,0.514,0.717,0.556,2,38,13,866,19.9,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,113,115,2.1,-0.1,2,0.11,2,-3.8,-1.8,0
231,Kyle Singler,2014-15,26,TOT,NBA,80,58,21.8,2.2,5.6,1,2.6,1.2,3,0.5,0.7,0.4,2,2.4,1.1,0.6,0.3,0.7,1.9,6,0.386,0.371,0.398,0.493,0.769,0.512,2,80,58,1743,8.5,0.54,0.117,2,10.2,6,7.3,1.4,1,10.5,13.2,104,109,0.9,1.2,2,0.056,-1.3,-0.3,-1.6,0.2
232,Donald Sloan,2014-15,27,IND,NBA,53,21,20.9,2.7,6.7,2,4.2,0.8,2.5,1.1,1.5,0.2,2.5,2.7,3.6,0.4,0,1.2,0.9,7.4,0.408,0.464,0.313,0.466,0.779,0.503,2,53,21,1107,13.1,0.369,0.217,1.2,13,7.1,27.5,1.1,0,14.3,18.6,104,106,0.9,1.1,2,0.085,-0.4,-1,-1.4,0.2
233,Matthew Dellavedova,2014-15,24,CLE,NBA,67,13,20.6,1.7,4.6,0.6,2.1,1,2.5,0.4,0.6,0.6,1.3,1.9,3,0.4,0,0.9,2.3,4.8,0.362,0.307,0.407,0.472,0.763,0.493,1.9,67,13,1380,8.5,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,109,111,1.4,0.5,1.9,0.067,-0.6,-2,-2.6,-0.2
234,Joey Dorsey,2014-15,31,HOU,NBA,69,17,12.4,1.2,2.1,1.2,2.1,0,0,0.3,1.2,1.5,2.6,4,0.4,0.6,0.4,0.6,2.3,2.7,0.552,0.556,0,0.552,0.289,0.507,1.9,69,17,854,11.1,0.007,0.572,13.3,22.7,18,4.4,2.3,2.3,18.4,11.3,103,100,0.4,1.5,1.9,0.108,-3.5,2.1,-1.4,0.1
235,James Ennis,2014-15,24,MIA,NBA,62,3,17,1.6,4,1.1,2.5,0.5,1.5,1.3,1.5,0.8,2,2.8,0.8,0.4,0.3,0.6,1.4,5,0.409,0.461,0.326,0.472,0.84,0.541,1.9,62,3,1051,11.5,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,110,108,1.2,0.8,1.9,0.088,-0.9,-0.6,-1.5,0.1
236,Kevin Garnett,2014-15,38,TOT,NBA,47,47,20.3,3,6.5,3,6.4,0,0.1,0.8,1,1,5.6,6.6,1.6,1,0.4,1,2.3,6.9,0.467,0.475,0.143,0.469,0.8,0.496,1.9,47,47,952,15.2,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,101,101,0.4,1.5,1.9,0.096,-2.6,2.4,-0.2,0.4
237,Gerald Green,2014-15,29,PHO,NBA,74,4,19.5,4.4,10.5,2.5,5.3,1.9,5.2,1.3,1.6,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2,11.9,0.416,0.478,0.354,0.504,0.825,0.532,1.9,74,4,1446,15.4,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,101,108,1,1,1.9,0.065,0.8,-3.3,-2.4,-0.2
238,Kevin Martin,2014-15,31,MIN,NBA,39,36,33.4,6.8,16,4.9,11.1,1.9,4.9,4.4,4.9,0.5,3.2,3.6,2.3,0.8,0,1.9,1.9,20,0.427,0.442,0.393,0.487,0.881,0.549,1.9,39,36,1302,16.7,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,107,115,2,-0.1,1.9,0.069,1.8,-3.9,-2.1,0
239,Mike Muscala,2014-15,23,ATL,NBA,40,8,12.6,2.1,3.8,1.9,3.2,0.2,0.6,0.6,0.6,1.3,1.7,3,0.6,0.4,0.5,0.5,1.3,4.9,0.55,0.574,0.409,0.579,0.88,0.608,1.9,40,8,502,18,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,120,103,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5
240,Anderson Varejao,2014-15,32,CLE,NBA,26,26,24.5,4.3,7.7,4.3,7.6,0,0.1,1.3,1.7,2.2,4.3,6.5,1.3,0.7,0.6,1.3,2.2,9.8,0.555,0.561,0,0.555,0.733,0.58,1.9,26,26,636,17.7,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,114,105,1.2,0.7,1.9,0.145,0,1,0.9,0.5
241,Shawne Williams,2014-15,28,TOT,NBA,63,22,17.3,1.9,4.8,0.9,1.9,1,2.8,0.6,0.6,0.6,2.1,2.6,0.7,0.4,0.3,0.5,2.1,5.4,0.403,0.467,0.36,0.51,0.875,0.537,1.9,63,22,1087,10.5,0.593,0.133,3.9,14,9,6.5,1.2,1.6,8.6,14.9,109,108,1.1,0.8,1.9,0.084,-0.2,-0.8,-1,0.3
242,J.J. Hickson,2014-15,26,DEN,NBA,73,8,19.3,3,6.3,3,6.3,0,0,1.6,2.8,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,0.475,0.477,0,0.475,0.577,0.504,1.8,73,8,1411,14.3,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,100,106,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3
243,C.J. McCollum,2014-15,23,POR,NBA,62,3,15.7,2.6,5.9,1.7,3.6,0.9,2.2,0.8,1.2,0.2,1.2,1.5,1,0.7,0.1,0.8,1.3,6.8,0.436,0.46,0.396,0.511,0.699,0.534,1.8,62,3,973,13.1,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,103,105,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3
244,Brian Roberts,2014-15,29,CHO,NBA,72,10,18.5,2.4,6.3,1.6,3.6,0.9,2.7,0.9,1,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1,6.7,0.389,0.44,0.321,0.458,0.892,0.495,1.8,72,10,1330,11.7,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,101,107,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2
245,Quincy Acy,2014-15,24,NYK,NBA,68,22,18.9,2.2,4.9,2,4,0.3,0.9,1.1,1.4,1.2,3.3,4.4,1,0.4,0.3,0.9,2.2,5.9,0.459,0.494,0.3,0.486,0.784,0.533,1.7,68,22,1287,11.9,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,105,109,1,0.7,1.7,0.063,-2.3,-0.8,-3.1,-0.3
246,Alec Burks,2014-15,23,UTA,NBA,27,27,33.3,4.5,11.1,3.5,8.6,1,2.5,3.9,4.8,0.7,3.5,4.2,3,0.6,0.2,1.9,2.4,13.9,0.403,0.409,0.382,0.447,0.822,0.524,1.7,27,27,899,13,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,107,109,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1
247,Dewayne Dedmon,2014-15,25,ORL,NBA,59,15,14.3,1.5,2.7,1.5,2.7,0,0,0.6,1.1,2,3,5,0.2,0.3,0.8,0.9,2.4,3.7,0.562,0.565,0,0.562,0.531,0.568,1.7,59,15,845,13.3,0.006,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,107,104,0.7,1,1.7,0.099,-3.6,0.3,-3.3,-0.3
